1630137600,37.5485,-121.989,19
1630137650,37.5483,-121.988,144
1630137700,37.5484,-121.988,269
1630137750,37.5487,-121.988,394
1630137800,37.5492,-121.987,519
1630137850,37.5497,-121.987,644
1630137900,37.5501,-121.986,769
1630137950,37.5507,-121.986,894
1630138000,37.5513,-121.985,1019
1630138050,37.552,-121.985,1144
1630138100,37.5528,-121.985,1269
1630138150,37.5537,-121.985,1394
1630138200,37.5547,-121.986,1519
1630138250,37.5557,-121.986,1644
1630138300,37.5568,-121.986,1769
1630138350,37.5578,-121.987,1894
1630138400,37.5588,-121.987,2019
1630138450,37.5596,-121.987,2144
1630138500,37.5604,-121.987,2269
1630138550,37.561,-121.988,2394
1630138600,37.5615,-121.988,2519
1630138650,37.5619,-121.988,2644
1630138700,37.5623,-121.987,2769
1630138750,37.5628,-121.987,2894
1630138800,37.5633,-121.987,3019
1630138850,37.5638,-121.987,3144
1630138900,37.5643,-121.986,3269
1630138950,37.5649,-121.986,3394
1630139000,37.5654,-121.985,3519
1630139050,37.5658,-121.984,3644
1630139100,37.566,-121.984,3769
1630139150,37.5661,-121.983,3894
1630139200,37.5659,-121.982,4019
1630139250,37.5655,-121.981,4144
1630139300,37.5649,-121.98,4269
1630139350,37.5642,-121.979,4394
1630139400,37.5632,-121.977,4519
1630139450,37.5622,-121.976,4644
1630139500,37.561,-121.974,4769
1630139550,37.5597,-121.972,4894
1630139600,37.5582,-121.97,5019
1630139650,37.5565,-121.968,5144
1630139700,37.5546,-121.966,5269
1630139750,37.5526,-121.963,5394
1630139800,37.5505,-121.96,5519
1630139850,37.5483,-121.958,5644
1630139900,37.5461,-121.955,5769
1630139950,37.5437,-121.952,5894
1630140000,37.5413,-121.949,6019
1630140050,37.5388,-121.945,6144
1630140100,37.5362,-121.942,6269
1630140150,37.5335,-121.938,6394
1630140200,37.5308,-121.934,6519
1630140250,37.528,-121.93,6644
1630140300,37.5251,-121.926,6769
1630140350,37.5223,-121.922,6894
1630140400,37.5194,-121.918,7019
1630140450,37.5166,-121.913,7144
1630140500,37.5137,-121.909,7269
1630140550,37.5107,-121.905,7394
1630140600,37.5077,-121.9,7519
1630140650,37.5047,-121.896,7644
1630140700,37.5014,-121.892,7769
1630140750,37.498,-121.888,7894
1630140800,37.4944,-121.885,8019
1630140850,37.4906,-121.881,8144
1630140900,37.4864,-121.877,8269
1630140950,37.4817,-121.874,8394
1630141000,37.4765,-121.87,8519
1630141050,37.471,-121.866,8644
1630141100,37.4653,-121.862,8769
1630141150,37.4597,-121.858,8894
1630141200,37.454,-121.854,9019
1630141250,37.4483,-121.849,9144
1630141300,37.4426,-121.844,9269
1630141350,37.437,-121.839,9394
1630141400,37.4315,-121.834,9519
1630141450,37.426,-121.828,9644
1630141500,37.4205,-121.823,9769
1630141550,37.4151,-121.817,9894
1630141600,37.4098,-121.811,10019
1630141650,37.4046,-121.806,10144
1630141700,37.3995,-121.8,10269
1630141750,37.3944,-121.794,10394
1630141800,37.3896,-121.788,10519
1630141850,37.3849,-121.782,10644
1630141900,37.3805,-121.776,10769
1630141950,37.3762,-121.77,10894
1630142000,37.372,-121.764,11019
1630142050,37.368,-121.758,11144
1630142100,37.364,-121.752,11269
1630142150,37.3601,-121.746,11394
1630142200,37.3563,-121.74,11519
1630142250,37.3525,-121.734,11644
1630142300,37.3489,-121.728,11769
1630142350,37.3453,-121.721,11894
1630142400,37.3419,-121.715,12019
1630142450,37.3386,-121.709,12144
1630142500,37.3354,-121.702,12269
1630142550,37.3323,-121.696,12394
1630142600,37.3292,-121.69,12519
1630142650,37.3259,-121.684,12644
1630142700,37.3224,-121.678,12769
1630142750,37.3188,-121.672,12894
1630142800,37.3149,-121.667,13019
1630142850,37.311,-121.662,13144
1630142900,37.3068,-121.657,13269
1630142950,37.3026,-121.653,13394
1630143000,37.2983,-121.648,13519
1630143050,37.2939,-121.644,13644
1630143100,37.2895,-121.639,13769
1630143150,37.285,-121.635,13894
1630143200,37.2805,-121.63,14019
1630143250,37.2759,-121.626,14144
1630143300,37.2712,-121.622,14269
1630143350,37.2666,-121.617,14394
1630143400,37.2619,-121.613,14519
1630143450,37.2573,-121.608,14644
1630143500,37.2526,-121.604,14769
1630143550,37.2479,-121.599,14894
1630143600,37.2432,-121.594,15019
1630143650,37.2384,-121.59,15144
1630143700,37.2337,-121.585,15269
1630143750,37.2291,-121.58,15394
1630143800,37.2249,-121.576,15519
1630143850,37.2211,-121.572,15644
1630143900,37.2176,-121.568,15769
1630143950,37.2146,-121.565,15894
1630144000,37.2119,-121.562,16019
1630144050,37.2096,-121.56,16144
1630144100,37.2076,-121.558,16269
1630144150,37.2061,-121.556,16394
1630144200,37.2049,-121.554,16519
1630144250,37.2042,-121.553,16644
1630144300,37.2035,-121.553,16769
1630144350,37.2029,-121.552,16894
1630144400,37.2022,-121.551,17019
1630144450,37.2014,-121.55,17144
1630144500,37.2007,-121.55,17269
1630144550,37.1999,-121.549,17394
1630144600,37.1991,-121.549,17519
1630144650,37.1983,-121.548,17644
1630144700,37.1975,-121.548,17769
1630144750,37.1966,-121.548,17894
1630144800,37.1957,-121.548,18019
1630144850,37.1948,-121.548,18144
1630144900,37.1938,-121.548,18269
1630144950,37.1928,-121.548,18394
1630145000,37.1918,-121.548,18519
1630145050,37.1908,-121.549,18644
1630145100,37.1898,-121.549,18769
1630145150,37.1887,-121.55,18894
1630145200,37.1877,-121.551,19019
1630145250,37.1868,-121.551,19144
1630145300,37.1859,-121.552,19269
1630145350,37.1852,-121.553,19394
1630145400,37.1844,-121.554,19519
1630145450,37.1838,-121.556,19644
1630145500,37.1832,-121.557,19769
1630145550,37.1827,-121.558,19894
1630145600,37.1822,-121.56,20019
1630145650,37.1818,-121.561,20144
1630145700,37.1815,-121.563,20269
1630145750,37.1812,-121.565,20394
1630145800,37.181,-121.567,20519
1630145850,37.1808,-121.568,20644
1630145900,37.1807,-121.571,20769
1630145950,37.1807,-121.573,20894
1630146000,37.1807,-121.575,21019
1630146050,37.1806,-121.577,21144
1630146100,37.1806,-121.579,21269
1630146150,37.1805,-121.581,21394
1630146200,37.1804,-121.584,21519
1630146250,37.1802,-121.586,21644
1630146300,37.1801,-121.588,21769
1630146350,37.1799,-121.59,21894
1630146400,37.1797,-121.593,22019
1630146450,37.1794,-121.595,22144
1630146500,37.1792,-121.598,22269
1630146550,37.1789,-121.6,22394
1630146600,37.1786,-121.603,22519
1630146650,37.1782,-121.605,22644
1630146700,37.1779,-121.608,22769
1630146750,37.1775,-121.61,22894
1630146800,37.1771,-121.613,23019
1630146850,37.1766,-121.615,23144
1630146900,37.1762,-121.618,23269
1630146950,37.1757,-121.621,23394
1630147000,37.1751,-121.623,23519
1630147050,37.1746,-121.626,23644
1630147100,37.174,-121.629,23769
1630147150,37.1735,-121.632,23894
1630147200,37.1728,-121.635,24019
1630147250,37.1722,-121.638,24144
1630147300,37.1715,-121.641,24269
1630147350,37.1709,-121.644,24394
1630147400,37.1701,-121.647,24519
1630147450,37.1694,-121.651,24644
1630147500,37.1686,-121.654,24769
1630147550,37.1679,-121.658,24894
1630147600,37.1671,-121.662,24355.6
1630147650,37.1666,-121.664,20938.1
1630147700,37.166,-121.666,18247.6
1630147750,37.165,-121.665,16028.2
1630147800,37.1603,-121.661,14139.1
1630147850,37.1562,-121.656,12494.7
1630147900,37.1526,-121.649,11038.6
1630147950,37.1478,-121.644,9719.59
1630148000,37.1423,-121.64,8499.56
1630148050,37.1385,-121.636,7361.98
1630148100,37.1357,-121.633,6294.32
1630148150,37.1336,-121.63,5286.83
